id,for_user_id,round_id,item,idea_content,rater1,rater2,rater3,self
51107,148,2,rope,Build a bridge,2,2,2,2
51108,148,2,rope,Hang someone or something,2,1,1,1
51109,148,2,rope,Jump,1,1,1,1
51110,148,2,rope,Mountain climbing,2,1,1,3
51111,148,2,rope,used in goals,1,2,1,3
51112,148,2,rope,swing from tree to tree,2,1,1,5
51113,148,2,rope,Tie someone down,1,1,1,3
51114,148,2,rope,Tie something,1,1,1,1
51115,148,2,rope,Trip someone with it,2,1,1,4
51116,148,2,rope,Tug of war,1,1,1,1
51117,148,2,rope,Used with pulleys,1,1,1,3
51118,148,2,rope,Whip someone,2,1,1,2
51119,149,2,rope,as a whip,3,1,1,1
51120,149,2,rope,as boundaries for a fun game,2,2,1,2
51121,149,2,rope,as kindle for fire,3,2,2,5
51122,149,2,rope,as part of an outfit,2,2,2,4
51123,149,2,rope,collect water,5,2,2,4
51124,149,2,rope,to keep demons from entering your home,3,3,3,5
51125,149,2,rope,use it by the thread to make a silly hairdo,2,2,2,3
51126,150,2,rope,belt,2,1,1,2
51127,150,2,rope,handcuffs,2,2,1,3
51128,150,2,rope,headband,2,1,2,2
51129,150,2,rope,paint it  fake snake to scare friends,2,2,2,4
51130,150,2,rope,zip line,2,1,1,3
51131,151,2,rope,a leash for your pet,2,1,1,1
51132,151,2,rope,as a workout where you grab 2 ends of the and roll it in a wave motion,2,3,1,5
51133,151,2,rope,tie it to a post and use for tetherball,1,2,1,2
51134,151,2,rope,tie to a car to pull it out,1,2,1,1
51135,151,2,rope,use it as a alternative railing for steps,4,3,2,3
51136,151,2,rope,use it as a clothes hanger to dry your clothes outside,2,1,2,3
51137,151,2,rope,use it to swing around on,2,1,1,1
51138,152,2,rope,a hanging chair,2,3,1,2
51139,152,2,rope,a head band,3,1,2,3
51140,152,2,rope,a wig,3,2,2,4
51141,152,2,rope,monkey bars,3,3,2,4
51142,152,2,rope,to make a hanging bed,3,3,2,4
51143,153,2,rope,burn it for light,3,3,2,2
51144,153,2,rope,coil it to make a seat cushion,5,4,2,5
51145,153,2,rope,cross form one place to another,2,1,1,1
51146,153,2,rope,measure something,3,2,2,2
51147,153,2,rope,tie back hair,2,1,2,3
51148,153,2,rope,use it to help move heavy objects like a pulley,1,1,2,1
51149,153,2,rope,use it to make friction heat,5,3,2,2
51150,153,2,rope,use the fibers as thread for mending,5,3,2,5
51151,153,2,rope,weapon,1,1,1,2
51152,154,2,rope,Hang lights or decorations,2,2,2,2
51153,154,2,rope,Play tug of war,1,1,1,1
51154,154,2,rope,Tie a mattress to a car roof,1,1,1,1
51155,154,2,rope,Tie your dog to a tree or post,1,1,1,1
51156,155,2,rope,to decorate items with,1,1,1,5
51157,155,2,rope,to hang something from the ceiling,2,1,1,5
51158,155,2,rope,to make a headband,2,1,2,3
51159,155,2,rope,to play jump,1,1,1,2
51160,155,2,rope,to play tug a war,1,1,1,2
51161,155,2,rope,to pull a wagon,2,1,1,3
51162,155,2,rope,to tie someone up with,2,1,1,2
51163,155,2,rope,to use as a fan string,4,3,2,4
51164,155,2,rope,to use as a necklace,2,1,2,4
51165,155,2,rope,to use as a swing at a pool,2,1,1,4
51166,155,2,rope,to use as a whip,2,1,1,2
51167,156,2,rope,Tie it to something that you may need and drag it when desired,1,1,1,3
51168,157,2,rope,jump,1,1,1,2
51169,157,2,rope,tight walking,2,1,1,3
51170,157,2,rope,tug a war,1,1,1,1
51171,157,2,rope,use to pull something,1,1,1,1
51172,157,2,rope,using as a swing,2,1,1,3
